ID_Cliente,Evento,Tiempo,Tiempo_Desde_Ultima_Llegada,Tamaño_Cola,Cajeros_Ocupados,Tiempo_Inicio_Servicio,Tiempo_Fin_Servicio,Tiempo_En_Cola,Tiempo_En_Servicio,Tiempo_Total
117,InicioServicio,139.62,0.00,0,1,139.6249051365663,,,,
118,Llegada,139.65,0.03,1,1,,,,,
114,FinServicio,139.88,0.23,1,1,137.9355351772578,139.88285024752972,,1.9473150702719098,1.9473150702719124
115,InicioServicio,139.88,0.00,0,1,139.88285024752972,,1.4376615772588366,,
119,Llegada,139.90,0.01,0,1,,,,,
115,FinServicio,139.93,0.03,1,1,139.88285024752972,139.92558383751336,,0.04273358998363691,1.4803951672424773
119,InicioServicio,139.93,0.00,0,1,139.92558383751336,,0.030496527615611058,,
120,Llegada,140.00,0.07,0,1,,,,,
121,Llegada,140.05,0.06,1,1,,,,,
121,InicioServicio,140.05,0.00,0,1,140.0524941713838,,,,
117,FinServicio,140.58,0.53,1,1,139.6249051365663,140.57791356187258,,0.9530084253062785,0.9530084253062796
118,InicioServicio,140.58,0.00,0,1,140.57791356187258,,0.9229651380748578,,
122,Llegada,141.09,0.51,1,1,,,,,
111,FinServicio,141.41,0.32,1,1,137.38817098795258,141.40581466323076,,4.017643675278192,11.146680269960711
116,InicioServicio,141.41,0.00,0,1,141.40581466323076,,1.9537084852361204,,
123,Llegada,143.76,2.36,1,1,,,,,
121,FinServicio,144.11,0.35,0,1,140.0524941713838,144.10860350100788,,4.056109329624073,4.056109329624064
124,Llegada,144.12,0.01,1,1,,,,,
124,InicioServicio,144.12,0.00,0,1,144.121517603683,,,,
116,FinServicio,144.72,0.60,1,1,141.40581466323076,144.71804990306495,,3.31223523983419,5.265943725070315
123,InicioServicio,144.72,0.00,0,1,144.71804990306495,,0.9555722259597417,,
119,FinServicio,144.73,0.01,1,1,139.92558383751336,144.7314992915936,,4.80591545408025,4.836411981695846
120,InicioServicio,144.73,0.00,0,1,144.7314992915936,,4.734054682534008,,
125,Llegada,145.30,0.56,0,1,,,,,
126,Llegada,145.31,0.02,1,1,,,,,
124,FinServicio,146.12,0.81,0,1,144.121517603683,146.12412904544675,,2.0026114417637473,2.0026114417637473
123,FinServicio,146.23,0.10,1,1,144.71804990306495,146.22807871111343,,1.5100288080484623,2.465601034008216
126,InicioServicio,146.23,0.00,0,1,146.22807871111343,,0.915387386661763,,
120,FinServicio,147.41,1.18,1,1,144.7314992915936,147.4118574946151,,2.68035820302152,7.414412885555521
125,InicioServicio,147.41,0.00,0,1,147.4118574946151,,2.11600638263522,,
127,Llegada,147.56,0.15,0,1,,,,,
125,FinServicio,147.81,0.25,1,1,147.4118574946151,147.81274751821104,,0.40089002359592807,2.5168964062311545
127,InicioServicio,147.81,0.00,0,1,147.81274751821104,,0.24910911292852234,,
128,Llegada,148.46,0.65,0,1,,,,,
129,Llegada,148.58,0.12,1,1,,,,,
130,Llegada,149.54,0.96,1,1,,,,,
130,InicioServicio,149.54,0.00,0,1,149.54311022344527,,,,
118,FinServicio,149.96,0.42,1,1,140.57791356187258,149.96071837198957,,9.382804810117001,10.305769948191852
122,InicioServicio,149.96,0.00,0,1,149.96071837198957,,8.870263691891239,,
131,Llegada,152.54,2.58,1,1,,,,,
127,FinServicio,152.83,0.28,1,1,147.81274751821104,152.8272262682622,,5.014478750051142,5.263587862979676
128,InicioServicio,152.83,0.00,0,1,152.8272262682622,,4.365720043738037,,
132,Llegada,153.39,0.56,0,1,,,,,
128,FinServicio,153.52,0.13,1,1,152.8272262682622,153.52137514062147,,0.6941488723592673,5.059868916097315
132,InicioServicio,153.52,0.00,0,1,153.52137514062147,,0.1295944000633824,,
126,FinServicio,153.73,0.21,1,1,146.22807871111343,153.73057484388676,,7.502496132773338,8.417883519435094
129,InicioServicio,153.73,0.00,0,1,153.73057484388676,,5.149078244398794,,
133,Llegada,153.85,0.11,0,1,,,,,
132,FinServicio,154.17,0.33,1,1,153.52137514062147,154.17233393600827,,0.650958795386803,0.7805531954501816
133,InicioServicio,154.17,0.00,0,1,154.17233393600827,,0.32677366981590694,,
133,FinServicio,154.76,0.59,0,1,154.17233393600827,154.76280005333683,,0.5904661173285585,0.9172397871444673
134,Llegada,154.86,0.10,0,0,,,,,
134,InicioServicio,154.86,0.00,0,1,154.8630866695941,,,,
135,Llegada,155.82,0.95,0,1,,,,,
136,Llegada,156.09,0.27,1,1,,,,,
137,Llegada,156.56,0.47,1,1,,,,,
138,Llegada,158.51,1.95,1,1,,,,,
138,InicioServicio,158.51,0.00,0,1,158.51294316291947,,,,
130,FinServicio,158.64,0.13,1,1,149.54311022344527,158.6398935827074,,9.096783359262126,9.096783359262133
137,InicioServicio,158.64,0.00,0,1,158.6398935827074,,2.079092580445348,,
134,FinServicio,158.72,0.08,1,1,154.8630866695941,158.72426145142887,,3.8611747818347597,3.8611747818347624
135,InicioServicio,158.72,0.00,0,1,158.72426145142887,,2.9067825304410917,,
139,Llegada,159.57,0.85,0,1,,,,,
140,Llegada,159.57,0.00,1,1,,,,,
141,Llegada,160.20,0.62,1,1,,,,,
137,FinServicio,160.47,0.28,1,1,158.6398935827074,160.4716446887646,,1.8317511060572034,3.9108436865025453
140,InicioServicio,160.47,0.00,0,1,160.4716446887646,,0.8983876723537492,,
142,Llegada,160.95,0.48,1,1,,,,,
138,FinServicio,161.18,0.23,1,1,158.51294316291947,161.1762474320845,,2.663304269165011,2.6633042691650246
141,InicioServicio,161.18,0.00,0,1,161.1762474320845,,0.9800298004092838,,
135,FinServicio,161.64,0.47,1,1,158.72426145142887,161.64497518126487,,2.920713729835989,5.827496260277087
139,InicioServicio,161.64,0.00,0,1,161.64497518126487,,2.075235654921613,,
143,Llegada,161.82,0.17,0,1,,,,,
129,FinServicio,162.10,0.29,1,1,153.73057484388676,162.10460953929717,,8.374034695410426,13.52311293980921
136,InicioServicio,162.10,0.00,0,1,162.10460953929717,,6.014950656157396,,
141,FinServicio,162.38,0.27,0,1,161.1762474320845,162.37763676029394,,1.201389328209444,2.181419128618728
139,FinServicio,162.58,0.20,1,1,161.64497518126487,162.57582861590285,,0.9308534346379861,3.0060890895595946
143,InicioServicio,162.58,0.00,0,1,162.57582861590285,,0.7565667376176464,,
144,Llegada,162.60,0.03,0,1,,,,,
145,Llegada,163.46,0.86,1,1,,,,,
140,FinServicio,163.63,0.17,1,1,160.4716446887646,163.63163210451802,,3.159987415753434,4.058375088107169
142,InicioServicio,163.63,0.00,0,1,163.63163210451802,,2.683316663449915,,
122,FinServicio,164.06,0.43,1,1,149.96071837198957,164.0634294254722,,14.102711053482631,22.972974745373875
131,InicioServicio,164.06,0.00,0,1,164.0634294254722,,11.518648303110353,,
136,FinServicio,165.09,1.03,1,1,162.10460953929717,165.0938062562583,,2.9891967169611164,9.004147373118514
145,InicioServicio,165.09,0.00,0,1,165.0938062562583,,1.631691625118691,,
142,FinServicio,165.27,0.18,0,1,163.63163210451802,165.2692516718651,,1.6376195673470877,4.3209362307970025
146,Llegada,165.36,0.09,1,1,,,,,
147,Llegada,165.86,0.50,1,1,,,,,
148,Llegada,166.13,0.28,1,1,,,,,
148,InicioServicio,166.13,0.00,0,1,166.13380799364856,,,,
149,Llegada,166.61,0.48,1,1,,,,,
131,FinServicio,167.90,1.29,1,1,164.0634294254722,167.8986482432883,,3.8352188178161075,15.353867120926452
147,InicioServicio,167.90,0.00,0,1,167.8986482432883,,2.0407047612746396,,
143,FinServicio,168.48,0.58,1,1,162.57582861590285,168.4755634194249,,5.899734803522049,6.6563015411396975
144,InicioServicio,168.48,0.00,0,1,168.4755634194249,,5.871982811639839,,
150,Llegada,168.50,0.02,0,1,,,,,
151,Llegada,169.30,0.80,1,1,,,,,
152,Llegada,170.04,0.74,1,1,,,,,
152,InicioServicio,170.04,0.00,0,1,170.04081691511777,,,,
153,Llegada,171.28,1.24,1,1,,,,,
152,FinServicio,171.53,0.25,1,1,170.04081691511777,171.52690970303266,,1.4860927879148795,1.4860927879148846
153,InicioServicio,171.53,0.00,0,1,171.52690970303266,,0.2464660564736505,,
154,Llegada,171.72,0.19,1,1,,,,,
148,FinServicio,171.91,0.19,1,1,166.13380799364856,171.91149843347165,,5.777690439823102,5.77769043982309
149,InicioServicio,171.91,0.00,0,1,171.91149843347165,,5.300218049573459,,
149,FinServicio,172.47,0.56,0,1,171.91149843347165,172.47007941234463,,0.5585809788729688,5.858799028446441
155,Llegada,172.71,0.24,1,1,,,,,
155,InicioServicio,172.71,0.00,0,1,172.71297352102314,,,,
153,FinServicio,173.04,0.33,1,1,171.52690970303266,173.04058182203005,,1.513672118997389,1.7601381754710417
154,InicioServicio,173.04,0.00,0,1,173.04058182203005,,1.3208158355981539,,
155,FinServicio,173.30,0.26,0,1,172.71297352102314,173.30254193272285,,0.5895684116997112,0.5895684116997018
156,Llegada,173.40,0.10,1,1,,,,,
156,InicioServicio,173.40,0.00,0,1,173.40205821316442,,,,
157,Llegada,173.51,0.11,1,1,,,,,
147,FinServicio,173.59,0.08,1,1,167.8986482432883,173.58594740339655,,5.687299160108238,7.728003921382879
151,InicioServicio,173.59,0.00,0,1,173.58594740339655,,4.2889781723548595,,
158,Llegada,173.74,0.15,1,1,,,,,
159,Llegada,173.91,0.17,1,1,,,,,
160,Llegada,174.44,0.53,1,1,,,,,
156,FinServicio,174.81,0.37,1,1,173.40205821316442,174.80752814607862,,1.405469932914196,1.405469932914201
157,InicioServicio,174.81,0.00,0,1,174.80752814607862,,1.2974771839607797,,
157,FinServicio,175.95,1.14,0,1,174.80752814607862,175.9452776213021,,1.1377494752234618,2.435226659184252
161,Llegada,176.03,0.09,2,1,,,,,
161,InicioServicio,176.03,0.00,0,1,176.03289504529744,,,,
145,FinServicio,176.21,0.17,1,1,165.0938062562583,176.2062190410443,,11.112412784786024,12.744104409904708
146,InicioServicio,176.21,0.00,0,1,176.2062190410443,,10.848486724252382,,
161,FinServicio,176.23,0.02,0,1,176.03289504529744,176.225695765575,,0.19280072027756348,0.19280072027757456
162,Llegada,176.91,0.69,2,1,,,,,
163,Llegada,177.36,0.45,2,1,,,,,
163,InicioServicio,177.36,0.00,0,1,177.36380429432825,,,,
164,Llegada,177.87,0.51,2,1,,,,,
165,Llegada,178.11,0.24,2,1,,,,,
166,Llegada,179.87,1.75,2,1,,,,,
167,Llegada,180.31,0.44,2,1,,,,,
151,FinServicio,180.88,0.57,2,1,173.58594740339655,180.88152849491786,,7.295581091521313,11.584559263876173
158,InicioServicio,180.88,0.00,1,1,180.88152849491786,,7.14533899005184,,
168,Llegada,182.12,1.24,2,1,,,,,
144,FinServicio,182.49,0.37,2,1,168.4755634194249,182.48814813735868,,14.01258471793379,19.884567529573616
150,InicioServicio,182.49,0.00,1,1,182.48814813735868,,13.99150992555667,,
146,FinServicio,183.52,1.03,2,1,176.2062190410443,183.52158224448704,,7.315363203442724,18.16384992769511
162,InicioServicio,183.52,0.00,1,1,183.52158224448704,,6.606653425836299,,
169,Llegada,184.43,0.91,1,1,,,,,
162,FinServicio,184.66,0.23,1,1,183.52158224448704,184.65810555933996,,1.1365233148529184,7.743176740689222
165,InicioServicio,184.66,0.00,0,1,184.65810555933996,,6.546186944389319,,
170,Llegada,185.97,1.32,2,1,,,,,
165,FinServicio,185.98,0.01,1,1,184.65810555933996,185.9821273395819,,1.3240217802419285,7.870208724631254
170,InicioServicio,185.98,0.00,0,1,185.9821273395819,,0.008027449390709762,,
171,Llegada,186.05,0.06,2,1,,,,,
150,FinServicio,187.05,1.01,2,1,182.48814813735868,187.05245943481495,,4.564311297456268,18.55582122301294
160,InicioServicio,187.05,0.00,1,1,187.05245943481495,,12.613185376590394,,
172,Llegada,187.57,0.52,1,1,,,,,
160,FinServicio,187.79,0.22,2,1,187.05245943481495,187.79115194874336,,0.7386925139284104,13.351877890518807
169,InicioServicio,187.79,0.00,1,1,187.79115194874336,,3.361523396986712,,
173,Llegada,188.29,0.50,1,1,,,,,
174,Llegada,188.33,0.04,2,1,,,,,
175,Llegada,189.01,0.68,2,1,,,,,
176,Llegada,190.66,1.65,2,1,,,,,
158,FinServicio,191.82,1.17,2,1,180.88152849491786,191.82482338172971,,10.943294886811854,18.088633876863696
166,InicioServicio,191.82,0.00,1,1,191.82482338172971,,11.958449261820704,,
163,FinServicio,191.94,0.11,2,1,177.36380429432825,191.93945406184778,,14.575649767519524,14.575649767519536
164,InicioServicio,191.94,0.00,1,1,191.93945406184778,,14.070521569697291,,
177,Llegada,192.07,0.13,3,1,,,,,
178,Llegada,192.16,0.09,3,1,,,,,
179,Llegada,193.01,0.85,3,1,,,,,
180,Llegada,193.39,0.38,3,1,,,,,
181,Llegada,193.91,0.52,3,1,,,,,
182,Llegada,194.23,0.32,3,1,,,,,
183,Llegada,194.64,0.41,3,1,,,,,
170,FinServicio,194.71,0.07,3,1,185.9821273395819,194.70937763805907,,8.727250298477173,8.735277747867883
171,InicioServicio,194.71,0.00,2,1,194.70937763805907,,8.662589908955397,,
166,FinServicio,194.99,0.29,3,1,191.82482338172971,194.9949939900176,,3.1701706082878913,15.128619870108594
168,InicioServicio,194.99,0.00,2,1,194.9949939900176,,12.874384600153007,,
184,Llegada,195.18,0.18,4,1,,,,,
185,Llegada,195.18,0.01,4,1,,,,,
186,Llegada,195.60,0.42,4,1,,,,,
154,FinServicio,195.89,0.29,3,1,173.04058182203005,195.8902417873123,,22.849659965282257,24.17047580088041
159,InicioServicio,195.89,0.00,2,1,195.8902417873123,,21.985051655559033,,
159,FinServicio,196.71,0.82,2,1,195.8902417873123,196.7136632933277,,0.8234215060154035,22.808473161574426
175,InicioServicio,196.71,0.00,1,1,196.7136632933277,,7.702279154036603,,
187,Llegada,197.32,0.61,4,1,,,,,
175,FinServicio,198.41,1.09,2,1,196.7136632933277,198.4097259807379,,1.6960626874102052,9.398341841446808
182,InicioServicio,198.41,0.00,1,1,198.4097259807379,,4.182054443782761,,
169,FinServicio,199.65,1.25,4,1,187.79115194874336,199.65490385479995,,11.863751906056592,15.225275303043304
172,InicioServicio,199.65,0.00,3,1,199.65490385479995,,12.083337255836227,,
164,FinServicio,200.31,0.65,3,1,191.93945406184778,200.30800640821008,,8.368552346362296,22.439073916059584
167,InicioServicio,200.31,0.00,2,1,200.30800640821008,,19.998590319588317,,
188,Llegada,200.34,0.03,3,1,,,,,
171,FinServicio,201.65,1.31,4,1,194.70937763805907,201.6514721117087,,6.942094473649647,15.60468438260503
174,InicioServicio,201.65,0.00,3,1,201.6514721117087,,13.324372664171278,,
189,Llegada,201.73,0.07,3,1,,,,,
190,Llegada,203.58,1.85,3,1,,,,,
191,Llegada,203.72,0.14,3,1,,,,,
192,Llegada,203.97,0.26,4,1,,,,,
182,FinServicio,204.38,0.41,3,1,198.4097259807379,204.38288041237595,,5.973154431638043,10.155208875420811
187,InicioServicio,204.38,0.00,2,1,204.38288041237595,,7.06061757340666,,
193,Llegada,204.88,0.50,4,1,,,,,
187,FinServicio,205.22,0.34,3,1,204.38288041237595,205.22006277544733,,0.8371823630713906,7.897799936478037
188,InicioServicio,205.22,0.00,2,1,205.22006277544733,,4.883412223702919,,
188,FinServicio,206.16,0.94,2,1,205.22006277544733,206.15675281945195,,0.936690044004609,5.82010226770754
190,InicioServicio,206.16,0.00,1,1,206.15675281945195,,2.580148852610421,,
194,Llegada,206.92,0.76,4,1,,,,,
195,Llegada,207.76,0.84,4,1,,,,,
167,FinServicio,208.34,0.58,3,1,200.30800640821008,208.33823986112563,,8.030233452915564,28.02882377250387
178,InicioServicio,208.34,0.00,2,1,208.33823986112563,,16.17874244644355,,
196,Llegada,209.14,0.80,4,1,,,,,
178,FinServicio,209.29,0.16,3,1,208.33823986112563,209.29195984563057,,0.9537199845049548,17.132462430948493
181,InicioServicio,209.29,0.00,2,1,209.29195984563057,,15.384804588000918,,
197,Llegada,209.90,0.61,4,1,,,,,
198,Llegada,209.91,0.01,4,1,,,,,
199,Llegada,210.03,0.12,4,1,,,,,
174,FinServicio,210.19,0.16,4,1,201.6514721117087,210.19073236104006,,8.539260249331358,21.86363291350264
179,InicioServicio,210.19,0.00,3,1,210.19073236104006,,17.18375766927568,,
172,FinServicio,211.11,0.92,4,1,199.65490385479995,211.11284949037432,,11.45794563557437,23.54128289141059
173,InicioServicio,211.11,0.00,3,1,211.11284949037432,,22.82603755553572,,
200,Llegada,211.53,0.42,3,1,,,,,
181,FinServicio,211.80,0.27,4,1,209.29195984563057,211.80189041702195,,2.5099305713913695,17.894735159392297
189,InicioServicio,211.80,0.00,3,1,211.80189041702195,,10.076379256593356,,
173,FinServicio,212.15,0.35,4,1,211.11284949037432,212.14998796778963,,1.0371384774153136,23.86317603295103
176,InicioServicio,212.15,0.00,3,1,212.14998796778963,,21.491289946885644,,
176,FinServicio,212.38,0.23,3,1,212.14998796778963,212.38318606391735,,0.23319809612771092,21.724488043013366
183,InicioServicio,212.38,0.00,2,1,212.38318606391735,,17.747427012671608,,
201,Llegada,212.94,0.55,2,1,,,,,
202,Llegada,213.20,0.26,3,1,,,,,
179,FinServicio,213.78,0.58,3,1,210.19073236104006,213.7768735983017,,3.5861412372616357,20.76989890653732
184,InicioServicio,213.78,0.00,2,1,213.7768735983017,,18.599444231101103,,
203,Llegada,214.40,0.62,4,1,,,,,
189,FinServicio,215.14,0.74,3,1,211.80189041702195,215.14016731819723,,3.338276901175287,13.414656157768633
196,InicioServicio,215.14,0.00,2,1,215.14016731819723,,6.005062165814508,,
168,FinServicio,215.38,0.24,4,1,194.9949939900176,215.3847137047216,,20.389719714703986,33.26410431485701
177,InicioServicio,215.38,0.00,3,1,215.3847137047216,,23.317473617515162,,
204,Llegada,218.55,3.17,4,1,,,,,
190,FinServicio,218.67,0.12,3,1,206.15675281945195,218.67158897878875,,12.51483615933679,15.094985011947216
193,InicioServicio,218.67,0.00,2,1,218.67158897878875,,13.788381413077815,,
196,FinServicio,219.20,0.52,3,1,215.14016731819723,219.19577415900494,,4.055606840807726,10.06066900662222
197,InicioServicio,219.20,0.00,2,1,219.19577415900494,,9.292507372919744,,
197,FinServicio,219.57,0.37,2,1,219.19577415900494,219.56589777709078,,0.37012361808583927,9.662630991005585
199,InicioServicio,219.57,0.00,1,1,219.56589777709078,,9.539602011675925,,
184,FinServicio,219.80,0.24,3,1,213.7768735983017,219.80410138118643,,6.027227782884734,24.626672013985825
186,InicioServicio,219.80,0.00,2,1,219.80410138118643,,24.19925663253744,,
199,FinServicio,220.46,0.66,1,1,219.56589777709078,220.45938214653992,,0.8934843694491545,10.433086381125065
204,InicioServicio,220.46,0.00,0,1,220.45938214653992,,1.9075107949410608,,
183,FinServicio,220.49,0.03,4,1,212.38318606391735,220.49347672747393,,8.110290663556594,25.85771767622819
191,InicioServicio,220.49,0.00,3,1,220.49347672747393,,16.777869040966465,,
193,FinServicio,221.03,0.54,2,1,218.67158897878875,221.03184089645328,,2.3602519176645194,16.148633330742342
194,InicioServicio,221.03,0.00,1,1,221.03184089645328,,14.111113224594277,,
191,FinServicio,221.32,0.29,3,1,220.49347672747393,221.32451183987672,,0.8310351124027738,17.608904153369252
200,InicioServicio,221.32,0.00,2,1,221.32451183987672,,9.796117134414004,,
177,FinServicio,221.51,0.19,3,1,215.3847137047216,221.51491269416684,,6.130198989445233,29.447672606960396
180,InicioServicio,221.51,0.00,2,1,221.51491269416684,,28.12556081677053,,
204,FinServicio,222.05,0.53,0,1,220.45938214653992,222.04830677407116,,1.5889246275312305,3.4964354224723024
205,Llegada,222.06,0.01,2,1,,,,,
205,InicioServicio,222.06,0.00,0,1,222.06330554909297,,,,
200,FinServicio,222.21,0.14,2,1,221.32451183987672,222.20562562348564,,0.8811137836089178,10.677230918022929
201,InicioServicio,222.21,0.00,1,1,222.20562562348564,,9.27027084129827,,
194,FinServicio,222.29,0.09,1,1,221.03184089645328,222.29345203304752,,1.2616111365942317,15.372724361188517
195,InicioServicio,222.29,0.00,0,1,222.29345203304752,,14.532033096827774,,
201,FinServicio,222.90,0.61,1,1,222.20562562348564,222.90090380132625,,0.6952781778405949,9.965549019138876
202,InicioServicio,222.90,0.00,0,1,222.90090380132625,,9.70554990317487,,
206,Llegada,222.92,0.02,0,1,,,,,
202,FinServicio,223.01,0.09,1,1,222.90090380132625,223.01268215202072,,0.11177835069446333,9.817328253869334
206,InicioServicio,223.01,0.00,0,1,223.01268215202072,,0.09420803101116348,,
207,Llegada,223.63,0.62,0,1,,,,,
206,FinServicio,223.98,0.35,1,1,223.01268215202072,223.97798776588846,,0.9653056138677486,1.0595136448789049
207,InicioServicio,223.98,0.00,0,1,223.97798776588846,,0.34510733236547253,,
208,Llegada,224.24,0.26,0,1,,,,,
186,FinServicio,224.28,0.04,2,1,219.80410138118643,224.27920421379605,,4.47510283260961,28.674359465147063
192,InicioServicio,224.28,0.00,1,1,224.27920421379605,,20.304960318675597,,
195,FinServicio,224.93,0.65,0,1,222.29345203304752,224.92724553363732,,2.6337935005898085,17.165826597417578
209,Llegada,225.35,0.42,1,1,,,,,
207,FinServicio,225.36,0.01,1,1,223.97798776588846,225.36089143116928,,1.3829036652808218,1.7280109976462938
208,InicioServicio,225.36,0.00,0,1,225.36089143116928,,1.120318816647739,,
180,FinServicio,227.50,2.14,2,1,221.51491269416684,227.49796640012931,,5.983053705962466,34.108614522733006
185,InicioServicio,227.50,0.00,1,1,227.49796640012931,,32.31299072529694,,
210,Llegada,228.36,0.86,0,1,,,,,
211,Llegada,229.79,1.43,1,1,,,,,
211,InicioServicio,229.79,0.00,0,1,229.78843016318083,,,,
212,Llegada,230.23,0.44,1,1,,,,,
211,FinServicio,231.08,0.84,1,1,229.78843016318083,231.07516166836785,,1.286731505187017,1.2867315051870207
212,InicioServicio,231.08,0.00,0,1,231.07516166836785,,0.843249928469362,,
185,FinServicio,231.09,0.02,1,1,227.49796640012931,231.09334677450445,,3.5953803743751283,35.90837109967208
198,InicioServicio,231.09,0.00,0,1,231.09334677450445,,21.18323839511467,,
212,FinServicio,231.87,0.78,0,1,231.07516166836785,231.87045484469257,,0.7952931763247119,1.6385431047940813
213,Llegada,232.78,0.91,1,1,,,,,
198,FinServicio,233.01,0.23,1,1,231.09334677450445,233.00614901863435,,1.9128022441299029,23.096040639244563
213,InicioServicio,233.01,0.00,0,1,233.00614901863435,,0.22884006277797653,,
213,FinServicio,233.09,0.09,0,1,233.00614901863435,233.09197703835534,,0.08582801972099885,0.3146680824989687
205,FinServicio,233.99,0.90,1,1,222.06330554909297,233.9937104326528,,11.930404883559818,11.930404883559817
209,InicioServicio,233.99,0.00,0,1,233.9937104326528,,8.641923096329862,,
208,FinServicio,234.04,0.05,1,1,225.36089143116928,234.04187932410602,,8.68098789293674,9.80130670958448
210,InicioServicio,234.04,0.00,0,1,234.04187932410602,,5.683095541435563,,
192,FinServicio,234.32,0.28,1,1,224.27920421379605,234.31754364740792,,10.038339433611867,30.343299752287464
203,InicioServicio,234.32,0.00,0,1,234.31754364740792,,19.918171045414198,,
210,FinServicio,234.36,0.05,0,1,234.04187932410602,234.36285892024884,,0.3209795961428153,6.004075137578383
214,Llegada,234.43,0.07,0,0,,,,,
214,InicioServicio,234.43,0.00,0,1,234.4344813203683,,,,
203,FinServicio,234.96,0.53,0,1,234.31754364740792,234.96123615481193,,0.6436925074040214,20.56186355281821
215,Llegada,235.73,0.77,0,1,,,,,
216,Llegada,235.89,0.16,1,1,,,,,
216,InicioServicio,235.89,0.00,0,1,235.8920276316601,,,,
217,Llegada,235.95,0.06,1,1,,,,,
218,Llegada,237.23,1.28,1,1,,,,,
218,InicioServicio,237.23,0.00,0,1,237.23005306827537,,,,
219,Llegada,237.31,0.08,1,1,,,,,
220,Llegada,237.40,0.08,1,1,,,,,
221,Llegada,237.49,0.09,1,1,,,,,
221,InicioServicio,237.49,0.00,0,1,237.486426394007,,,,
221,FinServicio,237.62,0.13,0,1,237.486426394007,237.6159937850884,,0.12956739108138188,0.1295673910813946
222,Llegada,237.62,0.00,1,1,,,,,
222,InicioServicio,237.62,0.00,0,1,237.61883881812187,,,,
223,Llegada,237.95,0.33,1,1,,,,,
218,FinServicio,238.21,0.26,1,1,237.23005306827537,238.21223742694528,,0.9821843586699022,0.9821843586699117
219,InicioServicio,238.21,0.00,0,1,238.21223742694528,,0.8978782437504549,,
222,FinServicio,238.60,0.38,1,1,237.61883881812187,238.59630167645298,,0.977462858331106,0.9774628583311085
223,InicioServicio,238.60,0.00,0,1,238.59630167645298,,0.6443224356777364,,
224,Llegada,239.16,0.56,1,1,,,,,
216,FinServicio,239.84,0.68,1,1,235.8920276316601,239.83766980198064,,3.9456421703205162,3.945642170320525
217,InicioServicio,239.84,0.00,0,1,239.83766980198064,,3.8861876692112958,,
225,Llegada,239.92,0.08,1,1,,,,,
214,FinServicio,240.28,0.36,1,1,234.4344813203683,240.28109303336498,,5.846611712996686,5.84661171299669
215,InicioServicio,240.28,0.00,0,1,240.28109303336498,,4.54911536581443,,
226,Llegada,240.35,0.07,0,1,,,,,
227,Llegada,240.76,0.41,1,1,,,,,
217,FinServicio,240.85,0.09,1,1,239.83766980198064,240.8496937211338,,1.0120239191531655,4.898211588364461
225,InicioServicio,240.85,0.00,0,1,240.8496937211338,,0.9297400310002217,,
228,Llegada,241.13,0.28,1,1,,,,,
209,FinServicio,241.65,0.51,1,1,233.9937104326528,241.64694100831898,,7.653230575666181,16.295153671996047
220,InicioServicio,241.65,0.00,0,1,241.64694100831898,,4.251258335374018,,
223,FinServicio,241.65,0.01,1,1,238.59630167645298,241.6533186900403,,3.057017013587313,3.701339449265049
227,InicioServicio,241.65,0.00,0,1,241.6533186900403,,0.8914191894232601,,
227,FinServicio,242.10,0.44,0,1,241.6533186900403,242.0978128270118,,0.4444941369715047,1.335913326394774
229,Llegada,242.56,0.46,1,1,,,,,
230,Llegada,243.97,1.42,1,1,,,,,
230,InicioServicio,243.97,0.00,0,1,243.97435713019672,,,,
231,Llegada,244.57,0.60,1,1,,,,,
232,Llegada,245.99,1.41,1,1,,,,,
233,Llegada,246.01,0.02,2,1,,,,,
230,FinServicio,246.08,0.07,1,1,243.97435713019672,246.083891875922,,2.109534745725274,2.109534745725284
231,InicioServicio,246.08,0.00,0,1,246.083891875922,,1.5105698563822898,,
220,FinServicio,246.23,0.15,1,1,241.64694100831898,246.2303719307497,,4.5834309224307095,8.83468925780474
229,InicioServicio,246.23,0.00,0,1,246.2303719307497,,3.6724052836828207,,
229,FinServicio,247.30,1.07,0,1,246.2303719307497,247.302235120228,,1.0718631894783035,4.744268473161128
219,FinServicio,248.54,1.24,1,1,238.21223742694528,248.5382435307486,,10.326006103803305,11.223884347553764
224,InicioServicio,248.54,0.00,0,1,248.5382435307486,,9.378145382220055,,
234,Llegada,249.00,0.46,2,1,,,,,
235,Llegada,250.57,1.57,2,1,,,,,
235,InicioServicio,250.57,0.00,0,1,250.5677726271537,,,,
231,FinServicio,251.09,0.53,0,1,246.083891875922,251.09370010866425,,5.009808232742256,6.520378089124534
224,FinServicio,251.84,0.75,1,1,248.5382435307486,251.84070441140685,,3.3024608806582676,12.680606262878314
234,InicioServicio,251.84,0.00,0,1,251.84070441140685,,2.8428508255139207,,
235,FinServicio,252.09,0.25,0,1,250.5677726271537,252.08966732104813,,1.5218946938944435,1.5218946938944384
236,Llegada,252.24,0.15,2,1,,,,,
234,FinServicio,252.93,0.69,1,1,251.84070441140685,252.93162850941252,,1.0909240980056711,3.933774923519593
236,InicioServicio,252.93,0.00,0,1,252.93162850941252,,0.6944963528249275,,
225,FinServicio,253.22,0.28,2,1,240.8496937211338,253.21519143810167,,12.365497716967857,13.295237747968088
228,InicioServicio,253.22,0.00,1,1,253.21519143810167,,12.08226298932945,,
237,Llegada,255.49,2.28,2,1,,,,,
