ID_Cliente,Evento,Tiempo,Tiempo_Desde_Ultima_Llegada,Tamaño_Cola,Cajeros_Ocupados,Tiempo_Inicio_Servicio,Tiempo_Fin_Servicio,Tiempo_En_Cola,Tiempo_En_Servicio,Tiempo_Total
238,Llegada,255.53,0.04,2,1,,,,,
238,InicioServicio,255.53,0.00,0,1,255.53103012480625,,,,
238,FinServicio,255.62,0.09,0,1,255.53103012480625,255.61867845052427,,0.08764832571801402,0.08764832571802117
239,Llegada,255.82,0.20,2,1,,,,,
239,InicioServicio,255.82,0.00,0,1,255.82107753459522,,,,
215,FinServicio,256.18,0.36,2,1,240.28109303336498,256.1767898227496,,15.895696789384612,20.44481215519903
226,InicioServicio,256.18,0.00,1,1,256.1767898227496,,15.829587803255691,,
240,Llegada,257.17,1.00,1,1,,,,,
241,Llegada,257.97,0.80,1,1,,,,,
241,InicioServicio,257.97,0.00,0,1,257.9692366643108,,,,
242,Llegada,258.23,0.26,1,1,,,,,
239,FinServicio,259.22,0.99,1,1,255.82107753459522,259.21984050076935,,3.398762966174105,3.3987629661741323
240,InicioServicio,259.22,0.00,0,1,259.21984050076935,,2.046365708547114,,
243,Llegada,259.74,0.52,1,1,,,,,
244,Llegada,260.20,0.46,1,1,,,,,
245,Llegada,260.34,0.14,2,1,,,,,
236,FinServicio,261.17,0.83,1,1,252.93162850941252,261.16912310012407,,8.237494590711561,8.931990943536476
237,InicioServicio,261.17,0.00,0,1,261.16912310012407,,5.678678498982066,,
226,FinServicio,261.80,0.63,2,1,256.1767898227496,261.80131144043656,,5.624521617686997,21.45410942094267
232,InicioServicio,261.80,0.00,1,1,261.80131144043656,,15.813997199659866,,
228,FinServicio,261.80,0.00,2,1,253.21519143810167,261.8023214320854,,8.587129993983728,20.6693929833132
233,InicioServicio,261.80,0.00,1,1,261.8023214320854,,15.790140949864224,,
246,Llegada,262.55,0.75,1,1,,,,,
241,FinServicio,262.66,0.11,1,1,257.9692366643108,262.66279382070934,,4.693557156398516,4.693557156398526
242,InicioServicio,262.66,0.00,0,1,262.66279382070934,,4.429887110906634,,
240,FinServicio,263.01,0.35,1,1,259.21984050076935,263.0078825160648,,3.7880420152954186,5.83440772384256
243,InicioServicio,263.01,0.00,0,1,263.0078825160648,,3.264461879558496,,
247,Llegada,263.08,0.07,1,1,,,,,
248,Llegada,263.19,0.11,1,1,,,,,
249,Llegada,263.65,0.46,1,1,,,,,
243,FinServicio,264.29,0.64,1,1,263.0078825160648,264.2919983390341,,1.284115822969293,4.54857770252778
247,InicioServicio,264.29,0.00,0,1,264.2919983390341,,1.2115703735318561,,
250,Llegada,264.43,0.13,2,1,,,,,
232,FinServicio,264.59,0.17,2,1,261.80131144043656,264.5948030284246,,2.793491587988051,18.607488787647924
244,InicioServicio,264.59,0.00,1,1,264.5948030284246,,4.391734023946299,,
242,FinServicio,265.03,0.43,1,1,262.66279382070934,265.02809312753755,,2.3652993068282093,6.79518641773484
248,InicioServicio,265.03,0.00,0,1,265.02809312753755,,1.8410463952675968,,
244,FinServicio,265.53,0.50,1,1,264.5948030284246,265.52931448121774,,0.9345114527931172,5.326245476739416
249,InicioServicio,265.53,0.00,0,1,265.52931448121774,,1.8817278725904885,,
233,FinServicio,266.72,1.19,1,1,261.8023214320854,266.71998319276014,,4.917661760674703,20.707802710538942
245,InicioServicio,266.72,0.00,0,1,266.71998319276014,,6.381771813504486,,
251,Llegada,266.96,0.24,0,1,,,,,
245,FinServicio,267.01,0.06,0,1,266.71998319276014,267.01331260617167,,0.2933294134115491,6.675101226916013
252,Llegada,267.12,0.10,1,1,,,,,
252,InicioServicio,267.12,0.00,0,1,267.1166003870195,,,,
248,FinServicio,267.73,0.62,0,1,265.02809312753755,267.73180071789017,,2.7037075903526473,4.544753985620218
249,FinServicio,268.82,1.09,1,1,265.52931448121774,268.8218998893876,,3.292585408169906,5.174313280760373
251,InicioServicio,268.82,0.00,0,1,268.8218998893876,,1.865824818400995,,
247,FinServicio,268.83,0.00,1,1,264.2919983390341,268.8265820279662,,4.534583688932133,5.746154062463972
250,InicioServicio,268.83,0.00,0,1,268.8265820279662,,4.400779308565063,,
253,Llegada,268.94,0.11,0,1,,,,,
252,FinServicio,271.21,2.27,0,1,267.1166003870195,271.2088417084165,,4.092241321397025,4.092241321397012
250,FinServicio,274.88,3.67,0,1,268.8265820279662,274.8753819961076,,6.048799968141383,10.449579276706459
237,FinServicio,276.27,1.39,1,1,261.16912310012407,276.2661256508694,,15.097002550745358,20.77568104972741
246,InicioServicio,276.27,0.00,0,1,276.2661256508694,,13.715149727948358,,
254,Llegada,278.53,2.26,1,1,,,,,
254,InicioServicio,278.53,0.00,0,1,278.52926787985496,,,,
251,FinServicio,278.65,0.12,1,1,268.8218998893876,278.653209966929,,9.831310077541369,11.697134895942384
253,InicioServicio,278.65,0.00,0,1,278.653209966929,,9.712125547238827,,
255,Llegada,278.93,0.27,0,1,,,,,
256,Llegada,280.87,1.95,1,1,,,,,
254,FinServicio,281.33,0.46,1,1,278.52926787985496,281.32993966889796,,2.800671789043015,2.800671789043008
256,InicioServicio,281.33,0.00,0,1,281.32993966889796,,0.45667698022344894,,
256,FinServicio,281.73,0.40,0,1,281.32993966889796,281.7316364885039,,0.40169681960594356,0.8583737998293941
246,FinServicio,281.89,0.16,0,1,276.2661256508694,281.8882866194967,,5.622160968627288,19.337310696575628
257,Llegada,282.17,0.28,1,1,,,,,
257,InicioServicio,282.17,0.00,0,1,282.17248192004587,,,,
258,Llegada,282.32,0.15,1,1,,,,,
259,Llegada,282.99,0.66,1,1,,,,,
259,InicioServicio,282.99,0.00,0,1,282.9852890104388,,,,
257,FinServicio,283.07,0.09,1,1,282.17248192004587,283.0724876152945,,0.900005695248658,0.9000056952486375
258,InicioServicio,283.07,0.00,0,1,283.0724876152945,,0.749524828019446,,
260,Llegada,283.23,0.15,1,1,,,,,
259,FinServicio,285.00,1.78,0,1,282.9852890104388,285.0023515567544,,2.017062546315544,2.0170625463155716
261,Llegada,285.41,0.40,1,1,,,,,
261,InicioServicio,285.41,0.00,0,1,285.40581963685014,,,,
262,Llegada,285.43,0.02,1,1,,,,,
258,FinServicio,285.51,0.08,1,1,283.0724876152945,285.513414669579,,2.4409270542844954,3.1904518823039325
260,InicioServicio,285.51,0.00,0,1,285.513414669579,,2.287223905902067,,
260,FinServicio,285.63,0.12,0,1,285.513414669579,285.63254807085036,,0.11913340127136043,2.4063573071734368
253,FinServicio,285.99,0.36,1,1,278.653209966929,285.99033954093005,,7.3371295740010565,17.049255121239867
255,InicioServicio,285.99,0.00,0,1,285.99033954093005,,7.062207895103768,,
261,FinServicio,286.84,0.85,1,1,285.40581963685014,286.8419774274258,,1.43615779057566,1.4361577905756349
262,InicioServicio,286.84,0.00,0,1,286.8419774274258,,1.4112121660557477,,
263,Llegada,287.05,0.21,0,1,,,,,
264,Llegada,289.46,2.41,1,1,,,,,
264,InicioServicio,289.46,0.00,0,1,289.45581619866914,,,,
265,Llegada,289.80,0.34,1,1,,,,,
266,Llegada,289.89,0.09,1,1,,,,,
262,FinServicio,290.57,0.68,1,1,286.8419774274258,290.5716360556845,,3.729658628258743,5.1408707943144805
266,InicioServicio,290.57,0.00,0,1,290.5716360556845,,0.6829011937855398,,
255,FinServicio,291.49,0.92,1,1,285.99033954093005,291.48720070906126,,5.496861168131193,12.559069063234972
263,InicioServicio,291.49,0.00,0,1,291.48720070906126,,4.437069123061519,,
267,Llegada,292.04,0.55,0,1,,,,,
268,Llegada,292.67,0.63,1,1,,,,,
269,Llegada,292.80,0.13,1,1,,,,,
269,InicioServicio,292.80,0.00,0,1,292.7960149010283,,,,
270,Llegada,293.20,0.41,1,1,,,,,
263,FinServicio,294.69,1.49,1,1,291.48720070906126,294.6898157390527,,3.202615029991438,7.63968415305294
267,InicioServicio,294.69,0.00,0,1,294.6898157390527,,2.6528676796135073,,
271,Llegada,294.83,0.14,0,1,,,,,
272,Llegada,294.97,0.14,1,1,,,,,
272,InicioServicio,294.97,0.00,0,1,294.97122842987693,,,,
264,FinServicio,294.99,0.01,1,1,289.45581619866914,294.98578024122133,,5.529964042552203,5.529964042552194
265,InicioServicio,294.99,0.00,0,1,294.98578024122133,,5.185058767057171,,
273,Llegada,295.12,0.13,1,1,,,,,
274,Llegada,295.16,0.05,1,1,,,,,
265,FinServicio,295.51,0.35,1,1,294.98578024122133,295.5115874786787,,0.5258072374573228,5.710866004514514
273,InicioServicio,295.51,0.00,0,1,295.5115874786787,,0.3934151607721219,,
275,Llegada,295.60,0.09,1,1,,,,,
267,FinServicio,295.77,0.16,1,1,294.6898157390527,295.7656908099021,,1.075875070849398,3.7287427504629136
271,InicioServicio,295.77,0.00,0,1,295.7656908099021,,0.9310234865840812,,
276,Llegada,296.98,1.22,0,1,,,,,
272,FinServicio,297.23,0.25,1,1,294.97122842987693,297.2288435026973,,2.2576150728203674,2.2576150728203856
274,InicioServicio,297.23,0.00,0,1,297.2288435026973,,2.0643520101517083,,
266,FinServicio,297.85,0.63,1,1,290.5716360556845,297.85391865211085,,7.282282596426368,7.965183790211881
268,InicioServicio,297.85,0.00,0,1,297.85391865211085,,5.186674891129826,,
277,Llegada,297.86,0.01,1,1,,,,,
274,FinServicio,297.93,0.07,0,1,297.2288435026973,297.93379312957427,,0.7049496268769722,2.7693016370286614
273,FinServicio,297.98,0.05,1,1,295.5115874786787,297.98114401383407,,2.4695565351553728,2.862971695927513
275,InicioServicio,297.98,0.00,0,1,297.98114401383407,,2.3768376996412712,,
275,FinServicio,298.45,0.47,0,1,297.98114401383407,298.4535820297711,,0.47243801593700513,2.849275715578301
278,Llegada,298.98,0.53,1,1,,,,,
278,InicioServicio,298.98,0.00,0,1,298.9831829220447,,,,
279,Llegada,299.00,0.02,1,1,,,,,
271,FinServicio,299.54,0.54,1,1,295.7656908099021,299.5419067611791,,3.7762159512770648,4.707239437861119
276,InicioServicio,299.54,0.00,0,1,299.5419067611791,,2.5592938069312936,,
280,Llegada,301.09,1.55,0,1,,,,,
276,FinServicio,301.65,0.57,1,1,299.5419067611791,301.6535144984479,,2.1116077372687903,4.670901544200092
280,InicioServicio,301.65,0.00,0,1,301.6535144984479,,0.5664665270141427,,
281,Llegada,302.32,0.66,0,1,,,,,
269,FinServicio,303.10,0.78,1,1,292.7960149010283,303.1002998556123,,10.304284954584016,10.304284954584034
270,InicioServicio,303.10,0.00,0,1,303.1002998556123,,9.898064974389456,,
280,FinServicio,303.34,0.24,1,1,301.6535144984479,303.3360031244275,,1.6824886259796037,2.2489551529937444
281,InicioServicio,303.34,0.00,0,1,303.3360031244275,,1.0182348737716893,,
281,FinServicio,304.27,0.94,0,1,303.3360031244275,304.2728738722064,,0.9368707477788555,1.9551056215505582
282,Llegada,304.85,0.58,0,0,,,,,
282,InicioServicio,304.85,0.00,0,1,304.84824219309996,,,,
282,FinServicio,305.10,0.25,0,1,304.84824219309996,305.102165340827,,0.25392314772707253,0.2539231477270505
283,Llegada,305.34,0.24,0,0,,,,,
283,InicioServicio,305.34,0.00,0,1,305.3398522421888,,,,
284,Llegada,305.35,0.01,0,1,,,,,
283,FinServicio,305.55,0.20,1,1,305.3398522421888,305.5458058649782,,0.20595362278941473,0.20595362278942275
284,InicioServicio,305.55,0.00,0,1,305.5458058649782,,0.19558964785181843,,
284,FinServicio,307.13,1.58,0,1,305.5458058649782,307.12992135996535,,1.5841154949871517,1.7797051428389636
270,FinServicio,308.22,1.09,0,1,303.1002998556123,308.21878377545295,,5.118483919840622,15.016548894230084
285,Llegada,308.56,0.34,0,0,,,,,
285,InicioServicio,308.56,0.00,0,1,308.5612376208074,,,,
278,FinServicio,308.71,0.15,1,1,298.9831829220447,308.71355751549333,,9.73037459344865,9.73037459344863
279,InicioServicio,308.71,0.00,0,1,308.71355751549333,,9.711562515077844,,
286,Llegada,308.74,0.03,0,1,,,,,
287,Llegada,309.25,0.50,1,1,,,,,
288,Llegada,310.07,0.82,1,1,,,,,
288,InicioServicio,310.07,0.00,0,1,310.06716429202487,,,,
279,FinServicio,310.16,0.09,1,1,308.71355751549333,310.16107261035467,,1.447515094861315,11.159077609939175
287,InicioServicio,310.16,0.00,0,1,310.16107261035467,,0.9156667462748374,,
289,Llegada,310.30,0.14,1,1,,,,,
290,Llegada,310.33,0.02,1,1,,,,,
287,FinServicio,310.42,0.09,1,1,310.16107261035467,310.4180121124925,,0.2569395021378047,1.1726062484126487
289,InicioServicio,310.42,0.00,0,1,310.4180121124925,,0.11306610416102103,,
285,FinServicio,310.86,0.44,1,1,308.5612376208074,310.8581961154786,,2.296958494671203,2.2969584946712303
286,InicioServicio,310.86,0.00,0,1,310.8581961154786,,2.1168732158868124,,
288,FinServicio,313.06,2.20,1,1,310.06716429202487,313.05756584201885,,2.990401549993994,2.990401549993976
290,InicioServicio,313.06,0.00,0,1,313.05756584201885,,2.728154046340535,,
289,FinServicio,313.18,0.12,0,1,310.4180121124925,313.17780938689015,,2.759797274397657,2.872863378558691
286,FinServicio,313.69,0.51,0,1,310.8581961154786,313.6871554297652,,2.8289593142865748,4.945832530173391
268,FinServicio,313.80,0.11,1,1,297.85391865211085,313.79662912284766,,15.942710470736815,21.12938536186664
277,InicioServicio,313.80,0.00,0,1,313.79662912284766,,15.935284410425538,,
291,Llegada,314.57,0.77,0,0,,,,,
291,InicioServicio,314.57,0.00,0,1,314.56816573595006,,,,
292,Llegada,314.59,0.02,0,1,,,,,
293,Llegada,315.28,0.69,1,1,,,,,
293,InicioServicio,315.28,0.00,0,1,315.28330984544107,,,,
291,FinServicio,315.41,0.12,1,1,314.56816573595006,315.40644675063197,,0.838281014681902,0.8382810146819111
292,InicioServicio,315.41,0.00,0,1,315.40644675063197,,0.8173201869710738,,
290,FinServicio,315.93,0.53,0,1,313.05756584201885,315.9321092471109,,2.87454340509203,5.602697451432562
294,Llegada,316.06,0.13,0,1,,,,,
277,FinServicio,317.27,1.21,0,1,313.79662912284766,317.26942892052057,,3.4727997976728973,19.408084208098444
295,Llegada,317.90,0.63,1,1,,,,,
296,Llegada,318.10,0.20,1,1,,,,,
296,InicioServicio,318.10,0.00,0,1,318.1028118023414,,,,
293,FinServicio,318.14,0.04,1,1,315.28330984544107,318.1405583285561,,2.8572484831150278,2.857248483115029
295,InicioServicio,318.14,0.00,0,1,318.1405583285561,,0.23733497854755115,,
297,Llegada,318.23,0.09,1,1,,,,,
298,Llegada,318.50,0.26,1,1,,,,,
299,Llegada,319.15,0.66,1,1,,,,,
299,InicioServicio,319.15,0.00,0,1,319.15227355544664,,,,
300,Llegada,319.62,0.47,1,1,,,,,
301,Llegada,319.84,0.23,1,1,,,,,
301,InicioServicio,319.84,0.00,0,1,319.84386998899987,,,,
301,FinServicio,320.34,0.50,0,1,319.84386998899987,320.34063448818443,,0.4967644991845743,0.49676449918456456
296,FinServicio,320.76,0.42,1,1,318.1028118023414,320.76437738192766,,2.6615655795862434,2.661565579586238
298,InicioServicio,320.76,0.00,0,1,320.76437738192766,,2.2685600682144127,,
302,Llegada,321.47,0.71,1,1,,,,,
295,FinServicio,322.22,0.74,1,1,318.1405583285561,322.2156912401849,,4.075132911628803,4.312467890176379
297,InicioServicio,322.22,0.00,0,1,322.2156912401849,,3.9839691390212693,,
303,Llegada,322.66,0.44,1,1,,,,,
298,FinServicio,323.10,0.44,1,1,320.76437738192766,323.10161653921443,,2.3372391572867652,4.605799225501187
302,InicioServicio,323.10,0.00,0,1,323.10161653921443,,1.6287003391203712,,
302,FinServicio,323.12,0.02,0,1,323.10161653921443,323.1168960463835,,0.015279507169055217,1.643979846289426
299,FinServicio,323.80,0.69,1,1,319.15227355544664,323.8036726099971,,4.651399054550438,4.6513990545504384
300,InicioServicio,323.80,0.00,0,1,323.8036726099971,,4.186290551524394,,
304,Llegada,323.88,0.07,1,1,,,,,
304,InicioServicio,323.88,0.00,0,1,323.87861962719745,,,,
292,FinServicio,324.04,0.16,1,1,315.40644675063197,324.0428562060216,,8.636409455389625,9.453729642360713
294,InicioServicio,324.04,0.00,0,1,324.0428562060216,,7.981134757417408,,
305,Llegada,324.17,0.13,0,1,,,,,
297,FinServicio,324.74,0.57,1,1,322.2156912401849,324.7409570016784,,2.5252657614934564,6.509234900514741
303,InicioServicio,324.74,0.00,0,1,324.7409570016784,,2.08389577740121,,
306,Llegada,325.21,0.47,1,1,,,,,
307,Llegada,327.00,1.79,1,1,,,,,
294,FinServicio,327.07,0.07,1,1,324.0428562060216,327.0715410581367,,3.0286848521150667,11.009819609532485
305,InicioServicio,327.07,0.00,0,1,327.0715410581367,,2.899763377871807,,
303,FinServicio,327.16,0.09,1,1,324.7409570016784,327.1574871023237,,2.4165301006453483,4.500425878046542
306,InicioServicio,327.16,0.00,0,1,327.1574871023237,,1.9472319343273625,,
308,Llegada,329.36,2.21,0,1,,,,,
309,Llegada,330.41,1.04,1,1,,,,,
305,FinServicio,330.60,0.20,1,1,327.0715410581367,330.6043587179389,,3.5328176598022205,6.4325810376740264
308,InicioServicio,330.60,0.00,0,1,330.6043587179389,,1.2402512287964669,,
310,Llegada,330.77,0.17,0,1,,,,,
300,FinServicio,330.90,0.13,0,1,323.8036726099971,330.89945326784726,,7.095780657850192,11.282071209374578
311,Llegada,331.93,1.03,1,1,,,,,
311,InicioServicio,331.93,0.00,0,1,331.92995413638073,,,,
308,FinServicio,331.99,0.06,1,1,330.6043587179389,331.99025202107276,,1.3858933031338776,2.626144531930322
310,InicioServicio,331.99,0.00,0,1,331.99025202107276,,1.218188912912467,,
312,Llegada,332.16,0.17,0,1,,,,,
313,Llegada,332.32,0.16,1,1,,,,,
314,Llegada,332.40,0.08,1,1,,,,,
314,InicioServicio,332.40,0.00,0,1,332.39507869890633,,,,
314,FinServicio,332.50,0.10,0,1,332.39507869890633,332.49509359958245,,0.10001490067609346,0.10001490067611485
315,Llegada,333.04,0.55,1,1,,,,,
315,InicioServicio,333.04,0.00,0,1,333.0443921651874,,,,
315,FinServicio,333.08,0.04,0,1,333.0443921651874,333.084604778775,,0.04021261358755868,0.040212613587584656
316,Llegada,333.16,0.08,1,1,,,,,
316,InicioServicio,333.16,0.00,0,1,333.1633737874452,,,,
317,Llegada,333.56,0.39,1,1,,,,,
306,FinServicio,333.79,0.23,1,1,327.1574871023237,333.7917024752093,,6.63421537288557,8.581447307212954
309,InicioServicio,333.79,0.00,0,1,333.7917024752093,,3.3837570795345187,,
304,FinServicio,335.09,1.30,1,1,323.87861962719745,335.09167967216376,,11.213060044966292,11.213060044966312
307,InicioServicio,335.09,0.00,0,1,335.09167967216376,,8.09318690132011,,
307,FinServicio,335.11,0.02,0,1,335.09167967216376,335.10959898660445,,0.01791931444068323,8.111106215760799
318,Llegada,335.42,0.31,1,1,,,,,
316,FinServicio,336.34,0.92,1,1,333.1633737874452,336.3373990453049,,3.174025257859707,3.1740252578596824
317,InicioServicio,336.34,0.00,0,1,336.3373990453049,,2.7800915713179393,,
319,Llegada,337.12,0.78,1,1,,,,,
319,InicioServicio,337.12,0.00,0,1,337.12155612127367,,,,
320,Llegada,337.13,0.01,1,1,,,,,
321,Llegada,338.11,0.98,1,1,,,,,
309,FinServicio,338.16,0.05,1,1,333.7917024752093,338.1627697578776,,4.3710672826682595,7.754824362202783
318,InicioServicio,338.16,0.00,0,1,338.1627697578776,,2.7468944098108636,,
322,Llegada,338.21,0.05,1,1,,,,,
323,Llegada,338.44,0.23,1,1,,,,,
324,Llegada,338.49,0.05,2,1,,,,,
325,Llegada,338.86,0.37,2,1,,,,,
317,FinServicio,338.86,0.00,1,1,336.3373990453049,338.8555181009168,,2.5181190556118986,5.298210626929858
321,InicioServicio,338.86,0.00,0,1,338.8555181009168,,0.7460615537070225,,
311,FinServicio,339.08,0.23,1,1,331.92995413638073,339.08069456933123,,7.15074043295048,7.150740432950499
313,InicioServicio,339.08,0.00,0,1,339.08069456933123,,6.763731537224544,,
326,Llegada,339.15,0.07,2,1,,,,,
321,FinServicio,339.63,0.48,0,1,338.8555181009168,339.6325748524541,,0.7770567515373122,1.5231183052443384
318,FinServicio,340.46,0.83,2,1,338.1627697578776,340.4637920843907,,2.3010223265131566,5.047916736323998
322,InicioServicio,340.46,0.00,1,1,340.4637920843907,,2.2519507663890295,,
310,FinServicio,341.44,0.97,2,1,331.99025202107276,341.4364430826872,,9.446191061614455,10.664379974526923
312,InicioServicio,341.44,0.00,1,1,341.4364430826872,,9.28023735292959,,
319,FinServicio,342.48,1.04,2,1,337.12155612127367,342.479867195904,,5.3583110746303,5.358311074630308
320,InicioServicio,342.48,0.00,1,1,342.479867195904,,5.3525618551157095,,
327,Llegada,342.89,0.41,1,1,,,,,
327,InicioServicio,342.89,0.00,0,1,342.8867397358066,,,,
320,FinServicio,343.32,0.43,1,1,342.479867195904,343.3196567034135,,0.8397895075095276,6.192351362625232
325,InicioServicio,343.32,0.00,0,1,343.3196567034135,,4.464315330030331,,
328,Llegada,343.58,0.26,1,1,,,,,
329,Llegada,344.10,0.52,1,1,,,,,
330,Llegada,344.23,0.13,1,1,,,,,
331,Llegada,345.35,1.11,2,1,,,,,
312,FinServicio,345.67,0.32,2,1,341.4364430826872,345.6658319165902,,4.229388833902966,13.509626186832577
323,InicioServicio,345.67,0.00,1,1,345.6658319165902,,7.223923254535919,,
325,FinServicio,345.79,0.12,1,1,343.3196567034135,345.7885855329903,,2.4689288295768015,6.9332441596071135
328,InicioServicio,345.79,0.00,0,1,345.7885855329903,,2.206764591456647,,
328,FinServicio,346.07,0.28,0,1,345.7885855329903,346.07305454395583,,0.28446901096557536,2.4912336024221986
332,Llegada,346.13,0.05,1,1,,,,,
332,InicioServicio,346.13,0.00,0,1,346.12622409974585,,,,
333,Llegada,346.48,0.35,1,1,,,,,
334,Llegada,346.81,0.33,1,1,,,,,
322,FinServicio,347.39,0.58,2,1,340.4637920843907,347.3894145230255,,6.925622438634764,9.177573205023805
324,InicioServicio,347.39,0.00,1,1,347.3894145230255,,8.899943745143446,,
335,Llegada,347.79,0.40,2,1,,,,,
324,FinServicio,349.10,1.31,2,1,347.3894145230255,349.1018609017438,,1.7124463787183195,10.612390123861758
331,InicioServicio,349.10,0.00,1,1,349.1018609017438,,3.7554269272417287,,
336,Llegada,349.62,0.51,2,1,,,,,
337,Llegada,350.00,0.38,2,1,,,,,
327,FinServicio,350.09,0.09,1,1,342.8867397358066,350.09215047983395,,7.205410744027372,7.205410744027347
329,InicioServicio,350.09,0.00,0,1,350.09215047983395,,5.987216124992585,,
338,Llegada,350.41,0.32,2,1,,,,,
339,Llegada,350.51,0.10,2,1,,,,,
340,Llegada,350.52,0.01,2,1,,,,,
341,Llegada,350.72,0.20,2,1,,,,,
342,Llegada,350.83,0.11,3,1,,,,,
329,FinServicio,351.43,0.60,2,1,350.09215047983395,351.4315647721698,,1.3394142923358365,7.326630417328431
338,InicioServicio,351.43,0.00,1,1,351.4315647721698,,1.0191830826623232,,
313,FinServicio,351.43,0.00,2,1,339.08069456933123,351.4317393194004,,12.351044750069144,19.114776287293694
326,InicioServicio,351.43,0.00,1,1,351.4317393194004,,12.280868600368422,,
343,Llegada,351.58,0.15,3,1,,,,,
344,Llegada,352.12,0.54,3,1,,,,,
345,Llegada,352.98,0.86,3,1,,,,,
338,FinServicio,353.20,0.22,2,1,351.4315647721698,353.1965026338324,,1.764937861662568,2.7841209443249113
340,InicioServicio,353.20,0.00,1,1,353.1965026338324,,2.6752673158682114,,
332,FinServicio,353.42,0.22,3,1,346.12622409974585,353.41882642852755,,7.292602328781719,7.2926023287816975
333,InicioServicio,353.42,0.00,2,1,353.41882642852755,,6.942566601250746,,
333,FinServicio,353.45,0.03,2,1,353.41882642852755,353.4455995131858,,0.02677308465828381,6.969339685909006
337,InicioServicio,353.45,0.00,1,1,353.4455995131858,,3.448143341430807,,
326,FinServicio,353.81,0.36,2,1,351.4317393194004,353.80662758100146,,2.3748882616011064,14.655756861969508
339,InicioServicio,353.81,0.00,1,1,353.80662758100146,,3.296587921577725,,
339,FinServicio,353.86,0.05,1,1,353.80662758100146,353.85657474866264,,0.049947167661151384,3.3465350892388983
343,InicioServicio,353.86,0.00,0,1,353.85657474866264,,2.276334372250062,,
340,FinServicio,354.69,0.83,1,1,353.1965026338324,354.6850463058848,,1.4885436720523777,4.163810987920613
344,InicioServicio,354.69,0.00,0,1,354.6850463058848,,2.5677644945644147,,
346,Llegada,354.98,0.30,3,1,,,,,
343,FinServicio,355.56,0.57,1,1,353.85657474866264,355.5551472543943,,1.6985725057316636,3.9749068779817094
346,InicioServicio,355.56,0.00,0,1,355.5551472543943,,0.573496404683965,,
347,Llegada,355.87,0.32,3,1,,,,,
331,FinServicio,355.97,0.10,3,1,349.1018609017438,355.97442802015695,,6.872567118413168,10.627994045654873
335,InicioServicio,355.97,0.00,2,1,355.97442802015695,,8.18401406744681,,
337,FinServicio,356.50,0.53,1,1,353.4455995131858,356.50315737864366,,3.0575578654578317,6.505701206888659
345,InicioServicio,356.50,0.00,0,1,356.50315737864366,,3.524418088895402,,
348,Llegada,357.17,0.67,3,1,,,,,
346,FinServicio,357.56,0.39,1,1,355.5551472543943,357.55897092257044,,2.0038236681761505,2.577320072860118
347,InicioServicio,357.56,0.00,0,1,357.55897092257044,,1.6858609707257983,,
349,Llegada,358.88,1.32,3,1,,,,,
350,Llegada,359.67,0.78,3,1,,,,,
351,Llegada,359.67,0.00,3,1,,,,,
352,Llegada,359.92,0.25,3,1,,,,,
353,Llegada,360.21,0.29,3,1,,,,,
335,FinServicio,360.70,0.50,2,1,355.97442802015695,360.7047585328519,,4.73033051269496,12.914344580141744
336,InicioServicio,360.70,0.00,1,1,360.7047585328519,,11.08891128431253,,
347,FinServicio,360.79,0.09,2,1,357.55897092257044,360.79295447766583,,3.233983555095395,4.9198445258211905
349,InicioServicio,360.79,0.00,1,1,360.79295447766583,,1.909782366567299,,
354,Llegada,360.86,0.07,3,1,,,,,
349,FinServicio,360.95,0.09,1,1,360.79295447766583,360.9547595065241,,0.16180502885826656,2.0715873954255812
352,InicioServicio,360.95,0.00,0,1,360.9547595065241,,1.0318582195292265,,
352,FinServicio,360.97,0.02,0,1,360.9547595065241,360.96986980065674,,0.015110294132624798,1.0469685136618523
344,FinServicio,361.12,0.15,2,1,354.6850463058848,361.11592780292955,,6.430881497044758,8.99864599160918
350,InicioServicio,361.12,0.00,1,1,361.11592780292955,,1.4480227252295208,,
355,Llegada,361.20,0.09,3,1,,,,,
355,InicioServicio,361.20,0.00,0,1,361.2043638475082,,,,
356,Llegada,361.73,0.53,3,1,,,,,
357,Llegada,362.80,1.07,3,1,,,,,
345,FinServicio,363.34,0.54,2,1,356.50315737864366,363.34202606624336,,6.838868687599683,10.363286776495102
348,InicioServicio,363.34,0.00,1,1,363.34202606624336,,6.16816757115032,,
358,Llegada,363.88,0.54,3,1,,,,,
355,FinServicio,364.15,0.27,2,1,361.2043638475082,364.15217982910195,,2.9478159815937435,2.947815981593749
356,InicioServicio,364.15,0.00,1,1,364.15217982910195,,2.418268522423432,,
323,FinServicio,364.31,0.16,3,1,345.6658319165902,364.3091792494373,,18.643347332847107,25.867270587383018
330,InicioServicio,364.31,0.00,2,1,364.3091792494373,,20.07704345862328,,
350,FinServicio,364.44,0.13,1,1,361.11592780292955,364.4379330765039,,3.322005273574351,4.770027998803869
353,InicioServicio,364.44,0.00,0,1,364.4379330765039,,4.229061440827252,,
348,FinServicio,364.46,0.02,2,1,363.34202606624336,364.4623423264951,,1.1203162602517223,7.288483831402061
351,InicioServicio,364.46,0.00,1,1,364.4623423264951,,4.793570652001108,,
336,FinServicio,364.80,0.34,2,1,360.7047585328519,364.80451953812656,,4.099761005274677,15.188672289587203
342,InicioServicio,364.80,0.00,1,1,364.80451953812656,,13.974360743741613,,
